0.000000000000000000e+00,0.000000000000000000e+00
8.333333333333333218e-03,0.000000000000000000e+00
1.666666666666666644e-02,0.000000000000000000e+00
2.500000000000000139e-02,0.000000000000000000e+00
3.333333333333333287e-02,0.000000000000000000e+00
4.166666666666666435e-02,0.000000000000000000e+00
5.000000000000000278e-02,0.000000000000000000e+00
5.833333333333333426e-02,0.000000000000000000e+00
6.666666666666666574e-02,0.000000000000000000e+00
7.499999999999999722e-02,0.000000000000000000e+00
8.333333333333332871e-02,0.000000000000000000e+00
9.166666666666666019e-02,-2.357003391038151160e-08
1.000000000000000056e-01,-5.749745501453132740e-07
1.083333333333333370e-01,-2.801599418328692194e-06
1.166666666666666685e-01,-7.544422208577073611e-06
1.250000000000000000e-01,-1.423559786716205150e-05
1.333333333333333315e-01,-2.151835851833737255e-05
1.416666666666666630e-01,-3.035357972715553140e-05
1.499999999999999944e-01,-4.195100413018853331e-05
1.583333333333333259e-01,-5.693731859647307682e-05
1.666666666666666574e-01,-7.626921020384518611e-05
1.749999999999999889e-01,-1.005981222728935531e-04
1.833333333333333204e-01,-1.305630236271359092e-04
1.916666666666666519e-01,-1.665494564545939242e-04
2.000000000000000111e-01,-2.089412588681150719e-04
2.083333333333333426e-01,-2.568137669563414762e-04
2.166666666666666741e-01,-3.090917777259821384e-04
2.250000000000000056e-01,-3.656313732719941481e-04
2.333333333333333370e-01,-4.273813356345451198e-04
2.416666666666666685e-01,-4.957516226224893772e-04
2.500000000000000000e-01,-5.705426597985855048e-04
2.583333333333333037e-01,-6.511232324806062515e-04
2.666666666666666630e-01,-7.370579433542211829e-04
2.750000000000000222e-01,-8.277768779799106816e-04
2.833333333333333259e-01,-9.224823488094072155e-04
2.916666666666666852e-01,-1.020358608849867947e-03
2.999999999999999889e-01,-1.120578110220342080e-03
3.083333333333333481e-01,-1.223385639232249609e-03
3.166666666666666519e-01,-1.329657554349161341e-03
3.250000000000000111e-01,-1.439702286418478947e-03
3.333333333333333148e-01,-1.553908559200309651e-03
3.416666666666666741e-01,-1.672071820611306355e-03
3.499999999999999778e-01,-1.794134764290438626e-03
3.583333333333333370e-01,-1.921017313392976624e-03
3.666666666666666408e-01,-2.052738177028154420e-03
3.750000000000000000e-01,-2.189538979651418135e-03
3.833333333333333037e-01,-2.332945033430521269e-03
3.916666666666666630e-01,-2.483069808505086740e-03
4.000000000000000222e-01,-2.639435830450467379e-03
4.083333333333333259e-01,-2.802174677061817359e-03
4.166666666666666852e-01,-2.970382741684293552e-03
4.249999999999999889e-01,-3.142140765831927252e-03
4.333333333333333481e-01,-3.314262651733868373e-03
4.416666666666666519e-01,-3.482441988159337091e-03
4.500000000000000111e-01,-3.643563779693886548e-03
4.583333333333333148e-01,-3.795092511621822508e-03
4.666666666666666741e-01,-3.932865569366072317e-03
4.749999999999999778e-01,-4.054728555118874110e-03
4.833333333333333370e-01,-4.158375587894754324e-03
4.916666666666666408e-01,-4.243863047285230915e-03
5.000000000000000000e-01,-4.310523992220453501e-03
5.083333333333333037e-01,-4.355575694675359322e-03
5.166666666666666075e-01,-4.378121742289544510e-03
5.250000000000000222e-01,-4.375398813087094142e-03
5.333333333333333259e-01,-4.343800553848651061e-03
5.416666666666666297e-01,-4.283632716770006087e-03
5.500000000000000444e-01,-4.197369888211865442e-03
5.583333333333333481e-01,-4.084531822087399643e-03
5.666666666666666519e-01,-3.943537656269943334e-03
5.749999999999999556e-01,-3.774873202931371997e-03
5.833333333333333703e-01,-3.581572135304003993e-03
5.916666666666666741e-01,-3.365292470155465537e-03
5.999999999999999778e-01,-3.127610530096817856e-03
6.083333333333332815e-01,-2.870542587135639385e-03
6.166666666666666963e-01,-2.594940352125371837e-03
6.250000000000000000e-01,-2.302191407745654821e-03
6.333333333333333037e-01,-1.993110150825078749e-03
6.416666666666666075e-01,-1.667803947601601824e-03
6.500000000000000222e-01,-1.324912413658005340e-03
6.583333333333333259e-01,-9.647292850000252062e-04
6.666666666666666297e-01,-5.892853817316163079e-04
6.750000000000000444e-01,-2.002873992047960665e-04
6.833333333333333481e-01,1.998138684399734907e-04
6.916666666666666519e-01,6.083092791698064324e-04
6.999999999999999556e-01,1.021623029091427983e-03
7.083333333333333703e-01,1.435818831376191578e-03
7.166666666666666741e-01,1.847868273369113494e-03
7.249999999999999778e-01,2.256171281402980303e-03
7.333333333333332815e-01,2.660114611787503785e-03
7.416666666666666963e-01,3.060585095643216652e-03
7.500000000000000000e-01,3.458429141638731837e-03
7.583333333333333037e-01,3.854570459930456439e-03
7.666666666666666075e-01,4.251166109637850681e-03
7.750000000000000222e-01,4.650983830083488951e-03
7.833333333333333259e-01,5.055544976737953895e-03
7.916666666666666297e-01,5.465365579922923725e-03
8.000000000000000444e-01,5.881308082366271811e-03
8.083333333333333481e-01,6.303751121681392192e-03
8.166666666666666519e-01,6.732536047128304633e-03
8.249999999999999556e-01,7.168453521889751011e-03
8.333333333333333703e-01,7.610306210058303059e-03
8.416666666666666741e-01,8.059151145569201299e-03
8.499999999999999778e-01,8.515843357790082654e-03
8.583333333333332815e-01,8.981429574911530683e-03
8.666666666666666963e-01,9.457210166393991216e-03
8.750000000000000000e-01,9.944988728255761343e-03
8.833333333333333037e-01,1.044490001837590672e-02
8.916666666666666075e-01,1.095889755461885127e-02
9.000000000000000222e-01,1.148694643498972615e-02
9.083333333333333259e-01,1.202624981468744005e-02
9.166666666666666297e-01,1.257683258421080433e-02
9.249999999999999334e-01,1.313799451822102692e-02
